sex,age,race,juv-fel-count,decile-score,juv-misd-count,juv-other-count,priors-count,days-b-screening-arrest,c-days-from-compas,c-charge-degree,is-recid,r-charge-degree,is-violent-recid,v-decile-score,c-jail-time,r-jail-time
Male,20,Non-White,0,10,0,1,0,-1,1,3,0,1,Low,10,11,0
Female,28,White,0,9,0,0,0,-1,1,3,0,1,Low,7,1,0
Male,37,White,0,2,0,0,0,-3,3,2,0,1,Low,2,1,0
Male,52,Non-White,0,1,0,0,6,0,0,2,1,3,Low,1,1,1
Male,27,White,0,4,0,0,4,-1,1,3,0,1,Low,5,1,0
Male,29,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,2,2,0
Female,23,Non-White,0,7,0,0,6,-18,18,2,0,1,Low,5,17,0
Male,35,Non-White,0,1,0,0,1,-1,1,2,0,1,Low,1,9,0
Male,32,White,0,9,0,0,8,-4,4,3,1,2,Low,10,1,69
Male,21,Non-White,0,7,0,0,1,-18,18,2,1,2,High,6,1,1
Male,25,Non-White,0,3,0,0,0,-1,1,3,0,1,Low,6,1,0
Male,22,Non-White,0,3,0,0,0,304,1,3,0,1,Low,5,16,0
Male,29,Non-White,0,2,0,0,4,0,1,3,0,1,Low,2,11,0
Male,30,Non-White,0,4,0,0,4,-1,1,2,1,2,Low,2,1,0
Female,30,Non-White,0,4,0,0,3,-1,1,3,0,1,Low,4,26,0
Male,26,White,0,6,0,0,1,-1,1,3,0,1,Low,3,1,0
Male,22,White,0,3,0,0,1,-1,1,3,0,1,Low,4,1,0
Male,56,Non-White,0,2,0,0,8,-1,1,3,0,1,Low,1,7,0
Male,23,Non-White,0,7,0,0,2,-1,1,3,1,2,High,6,6,0
Male,32,White,1,4,0,0,8,-2,2,3,1,2,Low,4,2,0
Male,52,White,0,1,0,0,1,-111,111,3,0,1,Low,1,1,0
Male,29,Non-White,0,10,0,0,6,-1,1,3,1,3,Low,9,39,2
Female,51,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,42,White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Male,41,White,0,2,0,0,0,-1,1,3,0,1,Low,1,37,0
Male,19,Non-White,0,4,0,0,0,-1,1,3,0,1,Low,7,1,0
Male,55,Non-White,0,3,0,0,6,-1,0,3,0,1,Low,1,241,0
Male,21,Non-White,0,8,0,1,0,0,1,3,1,2,Low,9,1,1
Female,36,White,0,9,0,0,4,110,144,3,1,3,Low,3,168,0
Female,34,Non-White,0,6,0,0,1,-1,1,2,0,1,Low,2,5,0
Female,22,Non-White,0,3,0,0,0,-2,2,2,0,1,Low,4,1,0
Male,45,Non-White,0,1,0,0,2,-1,1,3,0,1,Low,2,47,0
Male,29,Non-White,0,2,0,0,0,-1,1,2,0,1,Low,3,1,0
Male,30,Non-White,0,5,0,0,6,-1,1,3,1,3,High,3,2,43
Female,35,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,51,Non-White,0,4,0,0,17,0,1,2,0,1,Low,1,1,0
Male,45,Non-White,0,3,0,0,20,0,0,3,1,3,Low,1,2,1
Male,27,Non-White,0,3,0,0,3,88,90,3,1,2,High,2,301,302
Male,24,Non-White,0,2,0,0,1,190,253,3,1,2,Low,4,13,37
Male,25,White,0,3,0,0,0,-1,2,2,0,1,Low,3,1,0
Male,24,White,0,6,0,0,2,-27,27,3,0,1,Low,5,1,0
Male,50,White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,23,Non-White,0,7,0,0,2,-1,1,2,0,1,Low,6,5,0
Female,42,Non-White,0,3,0,0,2,496,1,2,0,1,Low,2,14,0
Male,55,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,29,Non-White,0,2,0,0,8,-41,40,3,0,1,Low,2,41,0
Male,36,Non-White,0,4,0,0,5,-1,1,3,0,1,Low,2,1,0
Male,23,Non-White,0,7,0,0,0,-1,1,3,0,1,Low,8,3,0
Male,69,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,21,Non-White,0,5,0,1,1,-4,4,3,1,2,Low,6,1,0
Male,59,Non-White,0,1,0,0,1,-1,7604,1,0,1,Low,1,1,0
Male,39,Non-White,0,6,0,0,1,-9,9,3,0,1,Low,1,4,0
Male,29,Non-White,0,6,0,0,2,-1,1,3,0,1,Low,3,37,0
Male,22,Non-White,0,7,0,0,1,0,1,2,1,2,Low,5,1,1
Male,34,Non-White,0,6,2,0,8,-1,1073,2,0,1,Low,2,1,0
Male,44,White,0,3,0,0,6,0,1,3,0,1,Low,1,-1,0
Male,25,Non-White,0,5,0,0,2,-1,1,3,0,1,Low,6,58,0
Male,31,Non-White,0,10,0,0,0,0,0,3,0,1,Low,10,1,0
Male,35,Non-White,0,7,1,0,17,-1,1,2,1,3,High,2,2,248
Male,27,Non-White,0,10,0,0,11,-1,1,2,1,3,Low,9,2,8
Male,30,White,0,6,0,0,13,-1,1,3,0,1,Low,2,374,0
Male,33,Non-White,0,5,0,0,1,0,1,3,0,1,Low,4,1,0
Male,29,Non-White,0,3,0,0,0,-1,1,2,0,1,Low,2,1,0
Female,50,White,0,2,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,28,Non-White,0,9,0,0,6,-1,1,3,1,2,Low,6,1,1
Male,20,Non-White,1,10,0,1,1,-51,50,3,1,3,High,10,1,0
Male,60,White,0,1,0,0,1,-1,1,3,0,1,Low,1,1,0
Male,53,Non-White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Female,38,Non-White,0,2,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,51,Non-White,0,1,0,0,0,0,1,3,1,2,Low,1,1,0
Male,25,Non-White,0,2,0,0,1,-106,106,3,0,1,Low,3,31,0
Female,23,White,0,3,0,0,1,-1,1,2,0,1,Low,4,1,0
Male,27,Non-White,2,7,1,0,5,76,168,3,1,3,High,8,203,203
Female,54,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Female,26,Non-White,0,5,0,1,3,-305,7,2,0,1,Low,5,1,0
Male,24,White,1,4,2,0,3,-1,1,2,0,1,Low,5,1,0
Male,55,Non-White,0,2,0,0,1,0,1,3,1,3,Low,1,1,5
Male,35,Non-White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Male,26,Non-White,0,3,0,0,0,-1,1,3,0,1,Low,3,2,0
Female,75,Non-White,0,1,0,0,5,-1,1,3,0,1,Low,1,1,0
Male,30,Non-White,0,8,0,0,13,-1,1,2,0,1,Low,7,55,0
Male,36,Non-White,0,5,0,0,16,0,0,3,1,2,Low,3,1,1
Male,56,Non-White,0,3,0,0,8,-106,106,3,0,1,Low,3,72,0
Male,24,Non-White,0,3,0,0,0,-1,1,3,0,1,Low,4,1,0
Male,34,Non-White,0,2,0,0,0,-1,1,3,1,2,Low,2,2,45
Female,25,Non-White,0,7,0,0,5,-1,2,2,1,2,Low,7,47,48
Female,39,Non-White,0,2,0,0,0,-1,1,3,0,1,Low,3,1,0
Male,46,White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,27,Non-White,0,2,0,0,1,0,0,3,0,1,Low,5,6,0
Female,32,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,28,Non-White,0,3,0,0,3,0,1,2,1,2,Low,2,-1,0
Male,42,Non-White,1,8,0,1,13,-1,1,2,1,2,Low,6,1,21
Male,59,Non-White,0,1,0,0,2,0,1,2,0,1,Low,1,1,0
Male,39,White,0,1,0,0,1,-15,15,3,0,1,Low,1,14,0
Male,55,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,27,White,0,1,0,0,0,-1,1,2,0,1,Low,2,1,0
Male,46,White,0,4,0,0,5,-1,1,2,0,1,Low,1,12,0
Male,37,Non-White,0,1,0,0,7,-155,247,3,0,1,Low,1,13,0
Male,25,Non-White,0,2,0,0,1,-1,11,3,0,1,Low,3,1,0
Female,26,Non-White,0,3,0,0,1,-18,19,2,0,1,Low,2,-1,0
Male,29,White,0,6,0,0,2,-1,0,3,0,1,Low,3,119,0
Male,55,White,0,1,0,0,2,-1,1,3,0,1,Low,1,1,0
Male,35,Non-White,0,10,0,0,1,-4,4,2,1,2,Low,5,1,18
Male,33,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,2,40,0
Male,43,Non-White,0,1,0,0,0,-1,1,2,1,2,High,1,1,0
Female,53,White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Male,60,Non-White,0,2,0,0,9,-22,22,3,0,1,Low,4,21,0
Male,57,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Female,21,Non-White,0,5,0,0,0,-1,1,2,0,1,Low,6,1,0
Male,55,Non-White,0,10,0,0,17,-1,1,3,1,3,Low,4,25,210
Male,27,Non-White,0,3,0,0,1,-1,1,3,1,2,Low,3,1,1
Male,40,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,2,0
Male,57,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Female,37,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Female,36,Non-White,0,1,0,0,1,-24,24,3,0,1,Low,1,10,0
Male,32,White,0,2,0,0,2,-1,1,2,1,2,Low,2,5,1
Male,32,Non-White,0,2,0,0,2,-1,1,2,0,1,Low,2,1,0
Female,26,White,0,4,0,0,1,-1,1,3,0,1,Low,4,1,0
Male,36,Non-White,0,5,0,0,4,-1,1,2,1,2,Low,3,2,0
Male,22,Non-White,0,3,0,0,0,-1,1,2,0,1,Low,5,1,0
Female,31,Non-White,0,8,0,0,0,-1,1,3,0,1,Low,5,2,0
Female,26,Non-White,0,7,0,0,4,0,0,3,1,3,Low,5,1,77
Female,50,White,0,6,0,0,30,-1,1,2,1,2,Low,3,3,0
Female,38,Non-White,0,8,0,0,8,-1,1,3,0,1,Low,3,1,0
Male,21,Non-White,0,6,0,2,4,-29,29,3,0,1,Low,5,1,0
Male,47,Non-White,0,3,0,0,4,0,0,3,0,1,Low,2,1,0
Male,30,Non-White,0,10,0,0,2,-1,1,3,0,1,Low,9,1,0
Male,36,Non-White,0,3,0,0,2,-2,2,3,1,2,Low,1,1,0
Female,43,Non-White,0,1,0,0,0,-4,4,3,0,1,Low,1,1,0
Female,38,White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,52,White,0,2,0,0,2,-1,1,3,0,1,Low,2,14,0
Male,35,White,0,2,0,0,2,-1,1,2,0,1,Low,1,2,0
Male,35,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,2,0
Male,38,Non-White,0,4,0,0,2,0,0,3,0,1,Low,4,1,0
Male,53,White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Female,51,White,0,3,0,0,1,-8,8,3,0,1,Low,1,4,0
Male,53,Non-White,0,3,0,0,2,-1,1,3,0,1,Low,1,1,0
Male,57,Non-White,0,7,0,0,19,-1,1,3,0,1,Low,4,117,0
Male,22,Non-White,0,8,0,0,5,-1,1,3,1,3,Low,5,19,38
Male,21,Non-White,0,10,0,0,0,-5,5,3,1,2,High,9,1,1
Male,26,Non-White,0,3,0,0,0,-1,1,3,1,3,Low,3,1,1
Female,24,Non-White,0,3,0,0,1,279,35,3,1,2,Low,4,14,0
Male,48,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,27,Non-White,0,5,0,0,2,-1,1,3,0,1,Low,4,20,0
Female,49,White,0,5,0,0,4,0,1,3,0,1,Low,1,3,0
Male,47,White,0,3,0,0,1,-1,1,3,1,2,High,1,1,130
Male,30,Non-White,0,10,0,0,8,-1,1,3,1,2,Low,5,1,124
Male,55,Non-White,0,1,0,0,1,0,0,2,0,1,Low,1,1,0
Male,44,White,0,1,0,0,3,0,0,3,0,1,Low,1,1,0
Male,20,Non-White,0,6,0,1,2,-45,45,3,0,1,Low,6,44,0
Male,34,Non-White,0,1,0,0,1,-17,17,3,0,1,Low,1,1,0
Male,45,Non-White,0,3,0,0,10,-1,1,3,1,2,Low,1,1,0
Male,38,Non-White,0,4,0,0,0,-1,1,3,0,1,Low,5,1,0
Male,50,White,0,1,0,0,2,0,1,2,0,1,Low,1,1,0
Male,32,Non-White,0,1,0,0,0,0,1,3,0,1,Low,2,-1,0
Male,29,White,0,6,0,0,1,0,1,2,0,1,Low,4,1,0
Male,26,White,0,4,0,0,0,0,0,3,0,1,Low,4,1,0
Female,22,Non-White,0,6,0,0,1,-1,1,3,1,2,Low,6,1,0
Male,47,Non-White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Male,23,Non-White,0,4,0,0,2,-1,1,3,0,1,Low,4,22,0
Male,49,White,0,1,0,0,0,0,0,3,0,1,Low,1,1,0
Male,35,Non-White,1,7,0,0,7,-1,1,3,0,1,Low,3,490,0
Male,60,Non-White,0,8,0,0,43,160,99,3,0,1,Low,5,38,0
Male,49,Non-White,0,3,0,0,1,0,0,3,1,2,High,1,19,66
Male,59,White,0,1,0,0,2,0,0,3,0,1,Low,1,12,0
Male,32,White,0,5,0,0,6,-29,30,2,0,1,Low,4,27,0
Male,28,Non-White,0,4,0,0,2,233,476,3,0,1,Low,3,55,0
Male,24,Non-White,0,2,0,2,1,0,1,2,1,3,High,4,-1,1
Male,40,Non-White,0,2,0,0,0,-2,3,2,0,1,Low,1,1,0
Male,32,Non-White,0,1,0,0,0,0,1,3,0,1,Low,2,-1,0
Female,54,Non-White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Male,26,Non-White,0,2,0,0,1,-1,1,2,0,1,Low,3,1,0
Male,27,Non-White,0,10,0,1,9,-1,0,3,1,3,High,5,799,0
Male,34,White,0,9,0,0,3,-157,158,3,0,1,Low,6,155,0
Male,29,Non-White,0,2,0,0,0,-1,1,3,0,1,Low,2,1,0
Male,25,White,0,8,0,0,2,0,0,2,0,1,Low,4,12,0
Female,62,White,0,1,0,0,2,-42,43,3,1,2,Low,1,41,0
Male,20,White,0,5,0,0,0,-1,1,2,1,2,Low,6,1,1
Male,37,Non-White,2,9,0,0,18,-1,27,2,0,1,Low,9,1,0
Female,30,White,0,10,0,0,5,0,0,3,1,2,Low,8,7,30
Male,23,Non-White,0,6,0,0,1,0,0,3,1,2,High,6,1,58
Male,23,White,0,2,0,0,0,-1,1,3,0,1,Low,3,1,0
Female,20,Non-White,0,8,0,0,0,0,1,3,0,1,Low,7,-1,0
Male,29,White,0,7,0,0,7,-67,67,2,1,2,High,6,45,0
Male,24,Non-White,0,2,0,0,1,-59,60,3,0,1,Low,3,58,0
Female,54,White,0,3,0,0,1,-48,49,2,0,1,Low,2,26,0
Female,51,White,0,2,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,66,Non-White,0,1,0,0,3,-36,37,3,0,1,Low,1,1,0
Male,31,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,50,White,0,2,0,0,8,-14,14,3,0,1,Low,5,11,0
Male,50,Non-White,0,2,0,0,7,-1,1,3,0,1,Low,1,1,0
Male,40,White,0,1,0,0,3,-1,1,3,0,1,Low,1,1,0
Female,30,Non-White,0,7,0,0,4,213,543,2,1,2,High,6,1,1
Female,24,White,0,7,0,0,2,-1,1,3,0,1,Low,5,2,0
Male,24,Non-White,0,6,0,0,0,0,0,3,1,2,Low,5,1,6
Female,23,Non-White,0,5,0,0,3,-1,1,3,1,2,High,3,1,12
Female,25,Non-White,0,3,0,0,1,-1,1,2,0,1,Low,3,1,0
Male,54,White,0,1,0,0,3,-1,1,2,1,2,Low,1,2,1
Female,31,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,25,White,0,10,0,2,4,-10,4,2,0,1,Low,7,1,0
Male,46,White,0,1,0,0,1,-2,2,2,0,1,Low,1,1,0
Female,30,White,0,2,0,0,0,0,0,2,0,1,Low,1,1,0
Female,35,Non-White,0,8,0,0,10,-40,40,3,0,1,Low,5,30,0
Male,25,Non-White,0,5,0,0,1,-1,1,3,0,1,Low,3,266,0
Female,22,White,0,3,0,0,0,-1,1,2,0,1,Low,4,-1,0
Female,32,White,0,2,0,0,1,-1,1,3,0,1,Low,1,2,0
Male,25,Non-White,0,3,0,0,0,-1,1,2,1,2,Low,4,4,1
Male,22,Non-White,0,8,0,0,3,50,308,3,1,2,Low,7,-1,87
Male,33,Non-White,0,9,0,0,16,-2,2,3,1,2,Low,3,1,5
Male,38,White,0,6,0,0,5,-1,1,3,0,1,Low,2,1,0
Female,49,White,0,1,0,0,0,127,1,2,1,2,Low,1,1,1
Male,30,Non-White,0,5,0,0,10,92,198,3,0,1,Low,7,105,0
Male,33,Non-White,0,5,0,0,4,-1,1,2,1,2,High,6,1,1
Male,24,Non-White,0,2,0,0,0,0,1,3,0,1,Low,3,-1,0
Male,23,Non-White,0,3,0,1,1,-1,1,3,0,1,Low,3,1,0
Male,33,Non-White,0,9,0,1,12,-1,1,2,1,2,Low,7,2,20
Male,37,White,0,2,0,0,0,-1,2,2,1,3,Low,1,1,2
Female,40,White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Male,23,Non-White,0,2,0,1,1,-1,1,2,0,1,Low,3,1,0
Male,27,White,0,10,0,0,1,506,409,3,0,1,Low,10,229,0
Male,43,Non-White,0,6,0,0,9,-1,1,3,1,2,High,2,1,79
Male,26,White,0,4,0,0,11,-56,33,3,0,1,Low,3,56,0
Male,35,Non-White,0,6,0,0,5,-1,1,3,1,2,Low,7,1,12
Male,25,Non-White,0,9,1,0,11,-1,1,3,1,3,High,8,6,252
Male,61,Non-White,0,1,0,0,1,0,1,3,1,2,Low,1,1,0
Male,30,Non-White,0,1,0,0,0,0,1,3,0,1,Low,1,1,0
Female,42,Non-White,0,10,0,0,0,-1,1,3,0,1,Low,5,57,0
Male,53,White,0,6,0,0,1,-246,246,3,1,2,High,2,51,0
Male,25,White,0,1,0,0,0,-1,1,2,0,1,Low,2,1,0
Female,52,Non-White,0,1,0,0,1,-28,28,3,0,1,Low,1,1,0
Male,26,White,0,9,0,0,7,81,98,2,1,3,Low,7,143,0
Male,39,Non-White,0,2,0,0,1,0,1,2,1,2,Low,1,-1,0
Male,47,Non-White,0,4,0,0,5,-1,0,3,0,1,Low,1,1,0
Male,25,Non-White,0,10,0,0,4,-1,1,3,0,1,Low,8,5,0
Female,52,White,0,7,0,0,6,0,1832,2,0,1,Low,2,33,0
Male,37,White,0,1,0,0,0,0,0,2,0,1,Low,2,1,0
Female,24,Non-White,0,7,0,0,0,-1,1,3,0,1,Low,5,1,0
Female,34,Non-White,0,9,0,0,14,-1,1,3,0,1,Low,8,3,0
Male,30,White,0,4,0,0,1,-1,1,3,0,1,Low,3,1,0
Male,20,Non-White,0,4,0,1,0,-1,1,3,0,1,Low,6,1,0
Male,24,Non-White,0,6,0,0,5,86,1,3,1,2,Low,4,116,117
Male,20,Non-White,0,4,0,0,0,-1,1,2,1,2,Low,7,11,0
Female,40,Non-White,0,2,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,27,White,0,5,0,0,1,-101,101,3,0,1,Low,3,35,0
Male,25,White,0,3,0,0,1,0,0,2,1,2,Low,3,1,0
Male,31,White,0,5,0,0,3,-37,37,2,0,1,Low,7,32,0
Female,62,White,0,1,0,0,0,0,1,2,0,1,Low,1,1,0
Male,23,White,0,3,0,0,0,-1,1,3,1,3,Low,5,1,3
Male,39,Non-White,0,6,0,0,2,-1,1,2,0,1,Low,2,3,0
Female,60,White,0,7,0,0,0,0,0,3,0,1,Low,3,13,0
Female,32,Non-White,0,2,0,0,0,-1,1,3,0,1,Low,2,2,0
Male,35,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Female,24,Non-White,0,7,0,0,0,-1,1,3,0,1,Low,5,1,0
Female,56,White,0,2,0,0,1,-60,60,3,1,2,High,1,4,11
Male,30,White,0,1,0,0,0,0,0,2,0,1,Low,2,-1,0
Male,20,Non-White,0,4,0,0,0,-1,1,2,0,1,Low,9,1,0
Male,41,White,0,9,0,0,17,171,186,2,1,3,High,6,47,194
Male,35,White,0,5,0,0,4,-1,1,3,1,2,Low,2,1,78
Male,21,White,0,6,0,0,2,-1,1,3,0,1,Low,7,53,0
Female,60,White,0,6,0,0,6,-1,1,3,0,1,Low,4,549,0
Female,28,White,0,4,0,0,0,-1,1,2,0,1,Low,3,1,0
Male,23,Non-White,0,10,1,0,1,689,672,2,0,1,Low,8,3,0
Female,26,Non-White,0,6,0,0,1,-4,5,3,0,1,Low,3,1,0
Male,56,Non-White,0,1,0,0,0,-1,2,3,0,1,Low,1,1,0
Female,25,White,0,6,0,0,0,0,0,3,0,1,Low,5,1,0
Male,23,Non-White,0,2,0,0,2,-1,1,3,1,2,Low,3,1,0
Male,20,Non-White,0,3,0,0,0,-1,1,3,1,3,Low,5,1,42
Male,23,White,0,2,1,0,1,-1,1,2,0,1,Low,4,1,0
Male,21,Non-White,0,9,0,0,0,0,0,3,1,2,Low,9,1,290
Female,21,Non-White,1,7,2,2,3,539,285,3,1,2,High,8,59,25
Male,41,White,5,10,0,0,16,-1,0,3,0,1,Low,8,279,0
Male,61,White,0,2,0,0,0,-1,1,2,0,1,Low,1,1,0
Female,35,Non-White,0,5,0,0,2,-1,1,3,0,1,Low,2,14,0
Male,33,White,0,3,0,0,3,0,0,2,0,1,Low,3,1,0
Male,26,Non-White,0,3,0,0,2,0,1,2,0,1,Low,4,1,0
Male,21,Non-White,0,4,0,0,0,-1,1,3,0,1,Low,6,4,0
Male,25,Non-White,0,8,0,1,8,91,100,3,0,1,Low,4,57,0
Male,32,Non-White,0,8,0,0,13,-1,1,3,0,1,Low,3,22,0
Male,41,Non-White,2,9,1,0,9,-1,1,2,1,2,Low,5,1,1
Male,24,Non-White,0,5,0,0,0,-1,1,3,0,1,Low,7,4,0
Male,20,Non-White,0,10,0,0,2,9,33,3,1,2,Low,10,192,192
Male,23,White,0,4,0,0,0,-1,1,2,0,1,Low,4,1,0
Male,28,Non-White,0,8,0,0,9,-1,1,3,1,2,Low,4,1,1
Male,25,Non-White,0,9,0,0,7,0,0,3,1,3,High,6,1,0
Female,58,White,0,1,0,0,0,-1,1,3,0,1,Low,1,2,0
Male,49,Non-White,0,2,0,0,3,0,0,3,0,1,Low,1,1,0
Female,22,Non-White,0,6,0,0,0,0,1,3,0,1,Low,6,1,0
Male,21,Non-White,0,3,0,0,0,-1,1,3,1,2,Low,6,1,2
Female,27,Non-White,0,9,0,0,3,-1,1,3,1,2,High,6,3,23
Male,32,Non-White,0,7,0,0,4,302,609,3,1,2,High,6,190,191
Female,25,Non-White,0,7,0,0,1,-103,103,3,0,1,Low,3,102,0
Male,50,Non-White,0,5,0,0,4,-3,3,2,0,1,Low,2,2,0
Female,23,Non-White,0,3,0,0,0,0,0,2,0,1,Low,3,1,0
Male,34,White,0,4,0,0,0,-1,1,2,0,1,Low,2,1,0
Male,25,Non-White,0,5,0,1,4,-1,1,3,1,2,Low,4,32,1
Female,33,White,0,5,0,0,2,-1,1,3,1,2,Low,2,43,22
Male,30,Non-White,0,4,0,0,9,-1,1,2,0,1,Low,3,1,0
Male,25,Non-White,0,4,0,0,1,-1,1,2,1,2,High,6,58,0
Male,30,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,31,Non-White,0,2,0,0,4,-1,1,3,0,1,Low,2,1,0
Male,39,White,0,2,0,0,2,0,0,3,0,1,Low,2,4,0
Male,42,Non-White,0,2,0,0,0,-1,1,2,0,1,Low,1,3,0
Female,29,White,0,10,0,0,11,-3,3,3,1,2,Low,5,34,2
Female,32,Non-White,0,4,0,0,6,-1,1,3,1,2,Low,5,3,0
Male,27,Non-White,0,2,0,0,0,-1,1,2,0,1,Low,3,1,0
Male,24,Non-White,0,6,0,0,5,-1,1,3,0,1,Low,5,1,0
Male,52,Non-White,0,1,0,0,3,-1,1,3,0,1,Low,2,1,0
Female,26,White,0,3,0,0,3,-1,1,2,0,1,Low,3,1,0
Male,31,White,0,3,0,0,2,-1,1,3,1,3,Low,2,1,1
Male,38,Non-White,0,1,0,0,0,0,0,3,0,1,Low,1,1,0
Male,20,Non-White,0,4,0,2,1,-67,67,3,0,1,Low,6,66,0
Male,25,Non-White,0,7,0,0,5,77,1,3,0,1,Low,5,57,0
Male,36,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Female,30,White,0,5,0,0,0,0,0,3,0,1,Low,2,1,0
Male,20,Non-White,0,10,0,0,0,-1,1,2,1,2,High,10,4,15
Female,29,White,0,7,0,0,3,-1,1,3,0,1,Low,4,221,0
Female,29,Non-White,0,10,0,0,2,64,34,3,0,1,Low,10,2,0
Male,24,Non-White,0,3,0,0,0,-1,1,3,0,1,Low,4,1,0
Male,31,White,0,4,0,0,0,-1,1,3,0,1,Low,5,77,0
Male,28,White,0,3,0,0,3,85,244,3,0,1,Low,3,195,0
Female,33,White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,26,Non-White,0,8,0,0,4,81,86,3,0,1,Low,6,33,0
Male,41,Non-White,0,2,0,0,1,-1,1,2,0,1,Low,1,1,0
Male,39,Non-White,0,4,0,0,8,-1,1,3,0,1,Low,3,2,0
Female,54,White,0,2,0,0,12,-175,175,3,0,1,Low,1,170,0
Female,37,White,0,3,0,0,1,-25,25,2,0,1,Low,2,1,0
Male,27,Non-White,0,6,0,0,1,-34,33,3,0,1,Low,6,34,0
Male,43,Non-White,0,2,0,0,0,-4,4,2,1,2,Low,1,1,0
Male,49,White,0,6,0,0,8,0,0,3,1,2,Low,2,3,0
Female,33,Non-White,0,2,0,0,1,-2,2,3,0,1,Low,2,1,0
Male,20,Non-White,0,9,0,0,1,-83,50,3,0,1,Low,8,83,0
Male,42,Non-White,0,1,0,0,0,0,1,2,0,1,Low,1,-1,0
Male,44,White,0,2,0,0,0,-1,1,3,1,2,Low,3,8,13
Male,28,Non-White,0,6,0,0,5,-1,1,3,1,2,Low,5,51,11
Male,32,Non-White,0,6,0,0,4,-1,0,3,1,2,High,7,414,1
Male,30,White,1,10,1,0,18,-1,1,2,0,1,Low,4,1,0
Male,28,Non-White,0,7,0,0,7,-1,1,3,1,2,High,6,1,0
Male,38,White,0,4,0,0,0,0,0,3,0,1,Low,2,158,0
Male,38,Non-White,0,4,0,0,3,-1,1,3,0,1,Low,1,1,0
Female,27,White,0,10,0,0,3,-1,1,3,0,1,Low,7,33,0
Male,21,White,0,4,0,0,1,-301,1,3,0,1,Low,5,1,0
Male,29,Non-White,0,8,0,0,0,0,0,3,0,1,Low,10,1,0
Male,21,White,0,10,0,0,0,-1,1,3,0,1,Low,10,501,0
Female,34,Non-White,0,3,0,0,0,-1,1,2,1,2,High,2,1,0
Male,21,White,0,6,0,0,1,-1,1,3,1,2,Low,6,1,0
Male,36,Non-White,0,8,0,0,1,-1,1,3,1,2,Low,4,31,68
Male,29,Non-White,0,2,0,0,0,-1,1,2,1,2,Low,2,1,1
Male,34,Non-White,0,6,0,1,3,-1,1,3,1,2,Low,3,1,0
Male,38,Non-White,0,2,0,0,1,-1,1,2,0,1,Low,2,8,0
Male,36,White,0,1,0,0,0,-1,1,3,0,1,Low,1,24,0
Male,32,Non-White,0,2,0,0,0,-6,6,2,0,1,Low,2,6,0
Male,27,White,0,1,0,0,0,0,0,2,0,1,Low,2,1,0
Male,23,Non-White,0,9,0,0,0,-1,1,2,0,1,Low,8,1,0
Male,47,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,20,Non-White,0,3,0,0,0,0,0,3,0,1,Low,6,-1,0
Female,25,Non-White,0,8,0,0,2,-1,1,3,1,2,Low,8,1,23
Male,35,Non-White,0,1,0,0,0,-1,2,2,0,1,Low,1,1,0
Female,30,White,0,3,0,0,1,-82,82,3,0,1,Low,2,41,0
Female,28,White,0,4,0,0,1,-1,1,2,0,1,Low,4,1,0
